id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
21937,E,115.77,material_7,material_6,6,9,7,8,3,17.675,11.392,18.895,18.012,12.926,18.961,9.992,15.82,21.302,15.11,15.629,14.134,15.051,18.351,804.961,
1893,A,229.4,material_7,material_8,9,5,17,1,3,18.253,13.416,17.522,16.675,10.497,18.456,12.559,15.675,17.328,,15.723,15.519,13.746,15.049,652.32,
26229,E,119.65,material_7,material_6,6,9,8,8,9,17.681,11.266,16.716,18.03,12.836,,12.678,16.825,19.567,10.389,15.631,12.932,14.647,14.704,685.692,
771,A,156.13,material_7,material_8,9,5,10,7,13,17.559,12.785,16.57,17.958,12.498,18.16,12.121,17.594,20.199,11.56,14.683,15.506,16.674,20.758,,1.0
69,A,197.46,material_7,material_8,9,5,13,1,9,19.446,12.972,17.408,19.551,11.97,18.505,10.25,15.944,18.628,13.395,14.995,15.386,15.576,16.995,755.809,
3213,A,129.72,material_7,material_8,9,5,11,1,3,17.618,11.67,17.635,16.822,11.74,20.887,11.723,15.989,20.841,13.507,16.918,15.194,11.928,15.164,855.413,
896,A,108.07,material_7,material_8,9,5,13,2,4,18.484,10.231,16.229,17.172,10.783,18.92,12.486,16.118,19.205,10.078,,,13.379,16.046,,
11583,C,115.05,material_7,material_8,5,8,10,12,10,17.708,11.643,,17.09,12.436,18.165,12.249,16.96,13.565,8.594,13.641,11.746,11.216,17.755,716.137,
10381,C,178.39,material_7,material_8,5,8,9,8,17,17.192,13.407,17.364,18.517,11.603,17.808,11.709,,19.286,8.598,15.755,16.67,17.317,19.218,615.214,
11801,C,139.96,material_7,material_8,5,8,9,5,8,19.445,11.781,16.55,18.045,,18.965,12.892,16.881,18.551,11.799,15.086,18.031,16.414,16.591,761.864,
4402,A,115.42,material_7,material_8,9,5,12,2,1,18.512,10.948,16.367,18.635,11.568,19.912,11.812,18.199,21.903,10.636,14.057,15.738,14.63,15.202,738.813,
4464,A,108.84,material_7,material_8,9,5,11,1,6,17.336,10.128,17.408,17.57,10.967,18.748,10.447,15.072,21.801,12.093,,14.926,16.509,16.828,654.456,
2621,A,164.94,material_7,material_8,9,5,8,0,9,17.44,12.441,16.277,16.142,11.238,20.21,11.7,12.241,20.987,12.597,14.816,15.952,17.652,19.034,703.142,
26111,E,140.96,material_7,material_6,6,9,6,3,12,16.348,11.448,16.857,,11.146,19.784,11.494,14.896,17.885,10.842,15.433,,17.603,15.374,619.849,
11773,C,140.26,material_7,material_8,5,8,17,7,10,16.736,10.912,,16.769,,19.363,11.158,,18.575,11.224,16.481,17.879,14.614,15.145,689.679,
22753,E,121.46,material_7,material_6,6,9,6,18,4,17.292,13.035,16.539,17.997,11.802,17.731,10.606,,19.586,12.018,15.016,15.117,15.386,14.728,665.052,
20095,D,89.36,material_7,material_5,6,6,13,8,11,17.341,9.776,17.639,17.642,11.654,18.674,12.453,15.049,20.108,10.175,15.112,14.023,,16.739,711.131,
5297,B,107.68,material_5,material_5,8,8,6,7,11,17.184,11.373,16.671,16.09,11.053,16.294,11.22,16.274,15.253,10.919,18.056,17.341,16.786,14.129,593.831,
6980,B,211.05,material_5,material_5,8,8,1,13,8,17.461,12.848,15.116,16.208,11.981,20.318,11.437,13.507,20.75,11.903,16.508,15.375,17.02,16.577,696.829,
8550,B,112.14,material_5,material_5,8,8,5,4,14,17.327,11.264,17.041,17.058,11.667,19.655,,18.668,,11.391,19.152,16.419,14.832,16.912,648.364,
13654,C,100.63,material_7,material_8,5,8,8,6,3,17.885,12.358,16.211,15.647,10.946,19.18,11.765,15.795,18.732,13.46,,19.825,15.519,16.332,,
20758,D,95.51,material_7,material_5,6,6,5,8,5,16.691,11.562,17.298,19.036,11.321,18.464,13.016,14.869,19.309,10.045,15.587,17.553,11.403,16.386,776.08,
6338,B,150.25,material_5,material_5,8,8,4,8,7,18.93,12.119,16.512,17.326,10.047,18.803,,,19.582,12.681,16.506,,13.398,17.563,587.615,
11630,C,106.86,material_7,material_8,5,8,16,7,5,14.974,11.682,17.851,17.453,,18.918,9.626,15.55,19.673,12.119,15.335,16.324,15.091,12.405,663.51,
9876,B,96.39,material_5,material_5,8,8,3,6,8,18.331,10.918,18.776,18.385,12.361,19.653,11.03,19.291,20.892,12.33,16.174,16.511,15.331,15.979,778.29,
24869,E,95.24,material_7,material_6,6,9,8,11,3,17.829,11.155,16.472,19.519,11.386,18.884,10.041,16.719,18.791,12.143,15.609,,14.964,,740.769,
22885,E,191.74,material_7,material_6,6,9,7,8,8,17.133,11.741,17.558,16.752,12.233,18.813,11.444,15.369,19.494,10.888,15.678,18.172,16.728,16.235,656.854,0.0
4070,A,93.14,material_7,material_8,9,5,5,3,6,18.909,12.077,17.074,17.734,10.532,18.816,11.308,16.942,19.232,11.113,14.903,16.98,15.366,15.967,662.303,
20604,D,159.04,material_7,material_5,6,6,6,9,8,19.353,11.541,17.496,17.552,10.206,18.822,13.685,17.866,18.733,,,15.376,14.357,17.274,682.163,
25854,E,144.78,material_7,material_6,6,9,8,9,5,19.281,11.381,17.713,16.88,,18.308,11.576,17.217,20.378,11.015,15.7,15.049,15.896,17.569,622.189,0.0
1644,A,82.13,material_7,material_8,9,5,7,4,5,18.341,11.451,17.619,19.241,11.117,19.033,11.853,,,12.243,15.506,17.712,12.054,15.809,758.329,
5201,B,135.54,material_5,material_5,8,8,13,16,7,17.347,12.734,16.759,17.13,13.367,,11.49,15.58,17.412,12.155,18.02,14.857,,18.308,870.799,0.0
11873,C,144.51,material_7,material_8,5,8,7,12,5,17.206,12.328,18.352,17.952,13.248,18.907,11.288,14.853,,10.018,14.758,17.296,16.838,16.351,816.894,
14634,C,95.23,material_7,material_8,5,8,8,10,3,18.89,9.216,18.101,16.932,10.138,20.282,10.912,16.258,21.365,9.148,,17.266,12.082,11.842,778.419,
6629,B,105.11,material_5,material_5,8,8,4,4,5,18.74,11.821,15.965,18.816,11.591,19.121,12.929,14.46,20.204,10.843,14.659,15.948,12.751,17.669,710.726,
7263,B,112.06,material_5,material_5,8,8,4,10,5,18.113,10.659,17.308,17.72,10.356,19.169,11.53,16.897,18.566,,16.925,16.038,15.23,18.345,549.032,
7181,B,92.3,material_5,material_5,8,8,15,12,11,17.259,11.884,16.702,16.686,10.713,17.753,10.049,14.086,,12.757,16.082,16.744,14.762,16.062,559.182,
22299,E,190.51,material_7,material_6,6,9,6,8,7,18.009,9.001,15.844,17.646,12.091,20.016,9.757,17.354,17.782,15.06,,15.437,15.705,13.661,504.33,
216,A,94.7,material_7,material_8,9,5,16,0,5,16.809,12.167,18.114,17.908,,18.444,9.558,16.056,18.014,13.152,15.832,15.598,13.471,14.05,734.815,1.0
2569,A,135.97,material_7,material_8,9,5,8,4,7,,11.663,17.822,18.834,12.205,19.939,11.881,16.723,22.241,11.588,17.504,19.156,13.986,13.981,859.221,
2042,A,113.31,material_7,material_8,9,5,17,5,4,18.608,10.733,18.281,18.377,12.028,20.176,11.617,16.583,20.347,10.842,14.623,14.602,15.712,15.323,875.93,
17538,D,110.4,material_7,material_5,6,6,8,6,11,16.903,12.694,18.494,17.497,11.781,17.218,12.608,18.438,19.201,7.983,16.523,16.708,18.802,16.179,664.439,
18544,D,99.01,material_7,material_5,6,6,9,11,6,19.105,12.303,17.771,17.736,12.094,18.19,13.332,13.948,19.326,10.524,,,13.406,17.787,765.142,
20203,D,171.6,material_7,material_5,6,6,4,13,4,19.128,11.886,15.719,18.247,11.574,18.302,10.888,17.567,19.372,11.536,15.755,16.857,14.111,14.206,664.561,
1935,A,92.37,material_7,material_8,9,5,5,5,12,17.474,12.361,,19.164,13.189,20.15,12.469,16.571,,12.261,15.805,18.378,11.067,15.578,,0.0
14248,C,122.84,material_7,material_8,5,8,4,7,5,17.111,11.815,18.036,18.593,12.822,17.761,12.187,16.028,20.341,8.94,16.609,18.83,15.414,14.827,714.829,
26138,E,,material_7,material_6,6,9,7,7,4,17.087,10.089,18.277,16.265,12.942,17.589,10.449,14.95,20.267,11.385,,,16.773,16.556,461.623,0.0
14694,C,134.02,material_7,material_8,5,8,7,9,3,18.376,10.971,15.965,18.552,10.709,18.259,10.481,15.774,19.506,15.082,13.413,18.997,18.309,19.098,,
18503,D,106.72,material_7,material_5,6,6,3,8,3,18.172,11.007,16.456,17.917,11.749,19.083,10.402,16.033,18.979,11.567,15.445,18.552,12.721,,710.927,
6081,B,115.57,material_5,material_5,8,8,0,6,1,16.342,11.752,19.207,17.291,11.482,18.754,12.918,17.561,18.326,12.259,17.234,15.271,14.413,15.74,,
10090,B,113.25,material_5,material_5,8,8,9,12,7,18.599,10.616,15.968,16.158,12.449,20.062,10.786,15.861,16.108,11.37,17.691,16.187,18.952,,673.492,
2638,A,114.57,material_7,material_8,9,5,9,6,3,16.325,11.606,17.789,17.874,12.316,18.168,,17.927,,13.124,16.202,16.252,,17.989,696.584,
7401,B,123.89,material_5,material_5,8,8,9,7,9,18.295,11.838,17.416,15.642,11.764,17.992,11.273,,20.838,12.532,13.468,,17.233,14.501,,
14962,C,112.03,material_7,material_8,5,8,16,3,10,17.219,12.903,14.364,16.945,11.594,21.799,12.135,16.29,18.403,9.16,15.779,,18.548,15.696,824.808,
15095,C,103.42,material_7,material_8,5,8,4,19,12,16.778,11.932,16.266,16.481,11.216,,10.847,16.694,18.51,10.392,16.732,16.097,12.748,15.228,619.567,
20098,D,145.02,material_7,material_5,6,6,7,11,2,16.369,10.216,17.245,17.395,12.063,18.469,10.295,15.264,18.405,10.273,14.029,16.094,13.39,17.39,647.228,
23471,E,138.93,material_7,material_6,6,9,6,11,4,16.391,11.903,17.433,16.707,13.279,18.217,13.125,16.247,22.285,14.605,,14.306,14.662,16.537,644.067,
4747,A,70.01,material_7,material_8,9,5,9,8,6,17.747,12.143,16.849,,12.312,18.481,10.987,16.75,21.705,12.483,16.132,16.695,11.814,17.318,675.29,
5032,A,119.64,material_7,material_8,9,5,5,3,12,16.426,10.344,16.212,16.206,11.334,20.182,10.284,15.797,20.851,11.39,16.529,15.082,14.733,15.799,669.615,
6006,B,78.27,material_5,material_5,8,8,3,8,5,18.017,10.244,17.555,17.792,12.835,17.936,12.39,17.516,18.031,,14.646,16.184,17.077,19.273,777.17,
8595,B,127.96,material_5,material_5,8,8,4,14,12,16.21,12.211,18.819,17.749,13.713,18.379,11.232,16.673,,10.719,15.539,18.13,16.1,18.153,921.366,
11708,C,167.32,material_7,material_8,5,8,11,12,4,17.181,13.005,16.904,16.018,,18.525,10.656,,17.572,11.501,15.03,18.043,16.325,17.663,617.356,
26154,E,189.97,material_7,material_6,6,9,5,9,5,19.89,11.458,18.066,18.52,11.347,17.896,,15.017,19.877,12.211,,15.917,14.297,14.064,725.98,
14660,C,,material_7,material_8,5,8,11,12,4,18.216,11.448,16.742,17.055,13.953,17.946,11.697,17.421,20.305,10.979,15.967,14.799,14.137,16.216,681.36,
22049,E,142.26,material_7,material_6,6,9,1,15,1,15.723,9.991,15.264,18.003,12.265,18.567,11.484,17.43,18.467,8.926,16.172,13.875,13.776,15.999,479.832,
17379,D,175.45,material_7,material_5,6,6,7,10,7,18.294,13.143,17.479,18.151,10.59,19.635,12.188,16.881,20.32,12.676,16.031,16.572,15.185,18.079,775.29,0.0
14013,C,87.46,material_7,material_8,5,8,12,7,7,17.771,10.546,17.223,16.333,12.638,20.73,10.505,16.186,19.973,13.167,16.338,13.511,12.411,14.388,857.381,
7854,B,230.93,material_5,material_5,8,8,2,0,7,18.281,11.522,18.011,18.004,14.091,18.0,12.538,14.962,18.916,13.498,15.299,17.772,14.03,17.143,968.467,
14975,C,102.12,material_7,material_8,5,8,7,9,6,17.53,13.245,17.311,16.952,12.892,17.84,11.999,15.269,17.827,11.848,14.284,17.47,13.612,17.025,668.213,
15557,C,192.94,material_7,material_8,5,8,15,7,9,19.507,10.994,16.298,18.872,11.211,16.692,11.149,15.63,19.697,11.216,13.87,16.627,17.716,17.208,422.585,
26017,E,152.78,material_7,material_6,6,9,4,13,6,17.043,12.479,18.172,17.686,12.958,19.149,10.516,16.062,20.349,,16.477,15.554,14.65,16.106,819.746,
20525,D,169.57,material_7,material_5,6,6,14,9,6,16.32,13.581,15.531,16.753,12.957,20.336,9.703,17.003,17.766,12.275,15.024,18.726,12.184,19.791,625.657,
14528,C,100.52,material_7,material_8,5,8,5,2,2,18.287,9.852,18.262,18.44,10.998,20.509,11.352,16.287,17.592,11.935,17.116,15.328,11.085,15.579,869.97,
5749,B,123.85,material_5,material_5,8,8,7,5,7,19.304,11.119,17.37,18.714,11.425,18.045,11.74,15.114,20.523,11.889,15.02,16.608,14.276,16.562,693.883,
14092,C,122.1,material_7,material_8,5,8,11,7,2,17.569,11.746,18.499,17.945,9.916,19.556,12.936,14.467,16.901,10.789,14.128,,,16.12,804.26,
4601,A,144.16,material_7,material_8,9,5,11,5,9,19.205,12.152,16.619,17.731,11.454,17.686,12.205,16.896,19.639,12.383,13.546,16.094,13.218,16.139,572.387,
2919,A,102.72,material_7,material_8,9,5,9,5,7,,12.203,16.197,18.0,13.32,18.038,12.587,15.179,18.796,9.812,14.207,13.894,14.321,16.443,628.395,
25754,E,159.76,material_7,material_6,6,9,11,13,1,,11.28,15.448,16.337,12.907,17.453,10.465,17.662,23.02,13.318,14.896,16.63,14.13,18.422,338.933,
3283,A,111.36,material_7,material_8,9,5,9,3,7,17.2,11.122,16.208,16.505,11.343,19.688,10.868,17.483,18.874,12.974,16.378,18.405,,17.423,651.272,
19960,D,116.62,material_7,material_5,6,6,15,2,7,16.513,11.892,16.856,17.669,11.255,19.083,9.747,17.613,19.368,13.074,15.113,16.894,14.904,15.446,648.471,
14243,C,97.03,material_7,material_8,5,8,5,11,6,19.303,10.905,16.52,19.329,12.777,18.442,12.093,16.449,18.596,11.228,17.06,17.448,15.552,14.946,697.301,
9387,B,105.41,material_5,material_5,8,8,7,11,10,18.575,12.041,16.914,18.881,11.277,19.206,11.215,15.834,19.782,11.903,16.135,14.973,12.168,15.933,677.833,
23822,E,72.95,material_7,material_6,6,9,7,11,6,16.168,11.193,15.628,18.166,13.672,20.443,10.832,17.124,21.285,12.042,15.11,16.295,17.062,18.535,711.432,
6675,B,113.67,material_5,material_5,8,8,5,10,3,17.918,13.148,17.98,19.739,12.912,17.811,10.07,17.444,18.549,,17.444,15.461,16.593,,864.442,
14403,C,153.34,material_7,material_8,5,8,16,7,4,15.39,12.061,17.114,19.265,12.068,,11.749,15.467,20.911,11.228,15.688,16.185,12.849,14.9,828.662,
570,A,143.42,material_7,material_8,9,5,10,3,3,16.881,11.994,18.462,16.609,11.287,20.853,9.912,16.563,,11.884,16.956,18.714,12.371,16.07,890.638,
24499,E,94.91,material_7,material_6,6,9,6,11,5,17.958,11.384,18.133,16.911,11.706,18.658,11.849,14.261,20.655,9.99,14.669,12.536,16.305,17.34,683.374,
9454,B,158.74,material_5,material_5,8,8,13,7,12,17.869,10.9,15.246,,11.292,20.862,14.161,15.762,22.726,10.64,14.414,15.684,11.572,19.34,635.953,
14351,C,143.43,material_7,material_8,5,8,4,6,8,20.98,11.94,17.382,16.809,12.972,20.438,11.405,15.053,17.122,11.602,16.623,17.048,13.277,15.511,889.527,
16602,D,162.08,material_7,material_5,6,6,9,13,6,17.536,12.124,19.009,18.053,12.81,19.25,12.061,,18.591,11.609,14.277,14.122,14.192,17.559,930.53,
16456,D,179.07,material_7,material_5,6,6,7,10,6,18.078,10.692,16.28,16.48,10.721,20.069,10.815,16.387,19.76,11.888,16.146,15.246,14.166,16.784,568.593,
21253,E,97.82,material_7,material_6,6,9,6,15,1,16.406,11.981,16.658,18.392,12.433,19.722,12.787,16.724,19.325,11.158,15.366,12.291,16.024,,830.305,
9571,B,97.19,material_5,material_5,8,8,7,20,3,14.389,11.613,16.436,16.175,10.912,19.034,9.474,16.606,19.392,10.824,15.59,17.157,16.211,16.419,485.423,
11349,C,106.45,material_7,material_8,5,8,5,9,5,15.143,12.289,17.739,18.68,13.234,19.014,10.951,16.441,21.116,11.267,14.895,16.523,13.07,13.935,786.137,
3008,A,96.86,material_7,material_8,9,5,7,6,5,18.418,9.68,,17.724,11.584,19.282,11.294,15.852,,9.201,15.429,16.574,17.252,15.884,595.436,
18455,D,170.52,material_7,material_5,6,6,17,5,6,20.722,10.783,15.967,18.798,12.251,17.951,12.211,14.635,18.321,9.948,16.284,13.766,14.746,16.745,,
13898,C,117.71,material_7,material_8,5,8,16,10,6,15.493,11.474,17.047,18.389,11.471,19.337,12.311,,19.466,11.781,15.627,16.176,16.47,,753.09,
11650,C,110.45,material_7,material_8,5,8,15,9,7,17.946,12.583,17.777,17.435,11.365,17.79,11.092,16.501,18.178,10.404,14.522,15.581,16.648,17.86,595.228,
5968,B,187.49,material_5,material_5,8,8,3,10,12,18.898,10.135,19.147,16.795,11.526,19.284,11.227,14.66,22.958,11.039,14.503,,11.166,16.711,698.603,
9899,B,62.2,material_5,material_5,8,8,11,24,5,18.385,12.412,17.28,16.908,11.659,,11.261,16.698,16.268,9.83,18.405,,12.43,19.419,738.316,
22541,E,102.79,material_7,material_6,6,9,17,10,10,17.354,12.096,17.02,18.253,10.775,19.094,10.281,17.544,21.615,11.836,14.841,17.289,14.487,12.723,754.55,
4898,A,109.92,material_7,material_8,9,5,10,2,8,17.318,11.377,17.429,18.001,11.956,17.694,10.846,16.943,20.265,11.742,15.204,16.867,12.586,13.583,,
21051,D,83.42,material_7,material_5,6,6,10,5,4,19.144,11.756,16.042,18.726,13.62,17.459,12.063,17.761,19.205,10.027,15.985,15.722,12.955,17.334,781.58,0.0
24413,E,113.48,material_7,material_6,6,9,5,6,6,17.757,11.01,17.526,17.608,13.216,18.986,11.672,13.705,17.977,12.526,14.12,17.185,16.448,16.562,694.924,
1742,A,102.53,material_7,material_8,9,5,5,7,5,18.607,11.593,15.724,18.424,11.049,17.711,12.594,17.543,22.075,11.334,17.273,17.641,15.772,16.296,520.987,
12366,C,111.21,material_7,material_8,5,8,10,5,8,18.382,11.338,17.549,17.949,10.167,19.03,10.673,16.826,20.98,11.658,15.302,14.205,18.22,18.679,633.671,
16890,D,220.7,material_7,material_5,6,6,6,8,13,17.532,,17.338,16.594,11.735,19.03,12.337,18.21,20.118,9.234,16.386,15.555,14.918,,622.623,
19072,D,102.28,material_7,material_5,6,6,7,4,10,17.313,12.548,17.654,17.756,11.671,17.784,11.265,17.734,19.763,12.888,15.292,15.374,,17.523,672.125,
4779,A,166.29,material_7,material_8,9,5,7,11,11,17.097,12.247,15.838,17.553,11.947,20.804,10.877,17.242,20.655,12.098,15.456,17.906,,,774.396,0.0
22564,E,99.78,material_7,material_6,6,9,7,11,8,17.784,11.345,15.824,17.634,11.943,20.653,11.157,15.45,19.253,11.704,17.823,,13.366,15.194,714.7,
14811,C,101.05,material_7,material_8,5,8,7,12,8,18.094,10.846,16.735,17.777,13.003,19.072,10.614,17.011,20.46,9.543,16.889,15.283,13.099,15.466,,
1749,A,129.4,material_7,material_8,9,5,19,4,6,17.042,12.212,18.329,17.737,12.349,20.412,11.211,15.013,16.887,13.063,,17.577,15.717,18.411,907.92,0.0
15042,C,126.18,material_7,material_8,5,8,9,17,8,18.554,11.843,16.665,17.676,10.552,17.567,11.246,16.484,16.402,9.19,16.744,16.548,16.437,13.183,489.224,
19725,D,90.91,material_7,material_5,6,6,5,6,10,18.085,12.421,17.771,18.259,10.971,19.917,12.22,17.91,18.449,9.073,14.83,,13.596,17.856,833.535,
10681,C,130.9,material_7,material_8,5,8,10,16,13,18.352,11.801,17.713,16.489,12.634,18.141,,15.542,18.68,9.475,14.926,15.718,,17.977,683.857,1.0
21563,E,255.05,material_7,material_6,6,9,10,8,4,17.296,11.59,15.891,17.736,12.505,19.659,12.232,15.122,19.228,12.424,14.811,17.048,13.72,15.582,690.138,
15471,C,138.45,material_7,material_8,5,8,4,6,6,19.207,12.202,17.283,17.051,11.157,20.775,11.908,15.318,21.438,14.631,15.033,15.904,17.358,14.431,859.083,1.0
22626,E,142.09,material_7,material_6,6,9,7,22,3,17.818,11.09,16.493,17.336,12.135,18.766,10.649,15.844,19.453,12.269,15.405,14.189,15.795,15.739,572.381,
9341,B,56.49,material_5,material_5,8,8,12,13,6,16.423,12.045,18.064,17.735,12.265,18.47,11.595,17.15,18.822,10.642,16.008,16.324,15.131,15.946,774.479,
1012,A,117.95,material_7,material_8,9,5,11,2,4,18.626,10.495,17.261,17.995,11.124,18.33,11.165,14.865,16.986,12.891,15.641,14.613,,17.571,634.092,
8728,B,185.23,material_5,material_5,8,8,10,18,7,19.767,12.399,16.833,18.253,10.952,18.907,10.551,17.291,18.288,11.341,17.249,17.169,16.362,14.656,665.785,
15901,C,167.6,material_7,material_8,5,8,1,7,8,18.33,13.096,18.534,18.682,12.676,19.294,12.661,15.889,18.252,8.666,14.384,14.466,,14.624,893.256,
18416,D,149.88,material_7,material_5,6,6,1,6,3,16.489,9.173,18.077,15.874,13.532,19.044,13.056,14.266,20.341,11.393,,14.428,14.73,19.245,664.613,0.0
18599,D,112.34,material_7,material_5,6,6,4,11,5,18.466,12.501,16.548,16.725,12.279,16.436,10.716,16.803,18.584,10.922,13.679,17.376,16.67,14.703,485.353,
4009,A,205.48,material_7,material_8,9,5,15,3,4,18.177,11.081,15.147,18.261,11.717,18.417,12.543,,20.479,11.591,14.523,18.123,13.913,16.728,,
18958,D,218.71,material_7,material_5,6,6,6,8,6,16.484,12.996,18.155,16.501,11.106,19.534,11.422,18.492,19.519,,,,14.379,16.912,638.028,1.0
18634,D,102.97,material_7,material_5,6,6,5,10,12,16.946,11.147,16.829,18.458,10.422,19.443,10.823,16.301,18.679,11.332,15.504,17.864,14.903,16.932,711.004,0.0
26275,E,113.91,material_7,material_6,6,9,2,2,7,17.324,13.595,16.941,18.791,11.219,18.774,10.968,15.314,20.315,10.945,13.882,14.801,14.217,16.112,868.608,
5813,B,100.07,material_5,material_5,8,8,5,8,5,16.994,10.866,15.876,18.02,13.239,18.207,11.727,15.22,18.164,12.546,13.248,16.056,15.278,13.436,744.994,
22536,E,82.63,material_7,material_6,6,9,0,5,3,17.201,11.8,16.852,14.984,10.499,18.828,9.466,16.443,17.863,10.511,16.404,18.398,14.668,13.086,438.732,
14046,C,58.57,material_7,material_8,5,8,17,6,10,16.872,13.974,19.174,19.255,12.776,18.21,10.25,14.965,18.736,12.645,15.035,18.409,17.515,17.659,747.186,
19880,D,115.45,material_7,material_5,6,6,10,8,7,19.42,12.46,15.416,15.527,12.527,18.683,12.502,14.972,18.186,10.637,15.966,,14.934,16.737,465.32,
13493,C,84.97,material_7,material_8,5,8,11,7,4,18.318,10.66,17.022,18.208,11.115,17.902,12.577,15.85,21.145,15.196,13.471,14.277,16.779,19.347,615.119,
4364,A,80.61,material_7,material_8,9,5,6,10,9,18.301,10.682,18.031,16.223,9.188,17.07,13.226,16.476,19.117,12.915,15.883,15.956,12.56,14.093,488.191,
19784,D,137.0,material_7,material_5,6,6,6,14,6,18.983,12.443,16.589,17.991,,18.289,11.157,14.799,17.076,10.947,14.411,14.882,17.008,14.915,771.492,
19428,D,58.88,material_7,material_5,6,6,17,11,8,16.341,11.753,17.219,16.603,10.494,18.196,12.326,16.035,18.821,13.102,,14.058,13.97,,479.438,
16858,D,117.45,material_7,material_5,6,6,4,9,7,18.475,12.026,16.526,17.67,12.233,18.855,10.063,,,11.453,15.75,15.486,,18.324,708.789,
7217,B,121.58,material_5,material_5,8,8,3,11,9,18.481,12.045,16.847,,11.868,18.68,13.328,15.464,18.039,12.395,14.481,,,16.391,781.503,
24984,E,104.84,material_7,material_6,6,9,5,8,3,18.726,10.857,17.303,17.37,11.91,17.756,10.807,15.054,20.486,,16.093,18.518,15.309,16.748,545.658,0.0
6903,B,97.97,material_5,material_5,8,8,11,6,3,16.734,11.48,16.2,18.564,12.597,18.385,11.94,17.822,19.398,,14.376,15.583,16.4,16.037,728.57,
3281,A,100.84,material_7,material_8,9,5,8,5,3,17.317,13.806,18.051,17.286,11.265,18.759,11.421,14.286,,12.175,13.644,17.63,12.172,17.302,748.121,
1124,A,127.41,material_7,material_8,9,5,5,2,6,16.619,12.072,18.53,16.362,10.712,18.643,12.446,14.703,19.204,14.043,14.732,14.769,12.098,14.368,703.354,
23366,E,94.77,material_7,material_6,6,9,6,7,8,16.719,12.65,16.111,17.635,12.252,19.655,11.708,14.317,21.609,,14.725,14.293,15.672,16.569,748.204,0.0
16961,D,128.8,material_7,material_5,6,6,11,17,4,15.181,11.612,15.76,17.01,12.919,18.918,10.476,16.287,19.45,12.334,16.421,,,,554.266,
1632,A,111.18,material_7,material_8,9,5,13,5,2,17.354,11.972,17.696,16.664,,,11.053,17.345,19.636,13.369,16.965,15.926,,16.48,831.632,
25261,E,107.62,material_7,material_6,6,9,3,10,2,,13.676,16.595,16.841,10.589,18.918,12.436,17.985,19.755,,15.149,14.938,15.115,15.675,740.688,0.0
3319,A,83.23,material_7,material_8,9,5,13,2,6,17.532,12.353,16.925,16.618,11.693,19.603,11.873,17.286,19.29,11.579,15.903,14.029,15.076,,717.912,
9295,B,196.68,material_5,material_5,8,8,3,7,7,16.828,11.102,14.787,18.704,12.477,17.881,10.128,17.171,17.705,14.011,16.668,18.069,15.269,16.091,605.499,
3647,A,98.35,material_7,material_8,9,5,5,1,5,17.876,12.648,16.687,16.272,11.14,20.096,13.09,15.738,19.179,13.846,,16.304,11.829,15.174,722.623,
22751,E,75.3,material_7,material_6,6,9,7,7,2,17.186,13.159,14.806,17.954,12.709,18.209,10.866,16.188,16.468,14.693,16.484,15.888,14.16,13.201,594.141,
2627,A,137.19,material_7,material_8,9,5,12,4,4,17.658,11.246,17.966,16.64,10.649,18.335,10.895,,17.606,,15.216,14.957,14.317,13.649,,1.0
8419,B,213.88,material_5,material_5,8,8,9,10,6,19.162,13.552,16.777,16.076,11.77,20.068,10.381,16.826,19.966,10.11,14.51,16.948,13.339,,770.791,
16848,D,149.69,material_7,material_5,6,6,2,13,5,16.386,13.589,17.131,17.687,13.583,21.1,11.385,,18.951,11.495,17.733,15.132,13.374,18.014,891.956,
17500,D,101.59,material_7,material_5,6,6,9,9,4,17.111,11.01,16.357,18.755,13.251,19.251,11.199,12.958,20.091,8.626,15.886,17.674,11.861,16.084,838.731,
18697,D,135.69,material_7,material_5,6,6,11,13,1,18.362,11.644,15.899,16.874,11.988,17.04,11.736,18.318,17.769,,15.787,17.774,17.174,14.337,476.63,1.0
21072,D,167.48,material_7,material_5,6,6,3,5,14,17.429,11.319,15.18,17.901,10.734,,12.723,16.97,17.898,12.824,15.343,16.303,13.194,18.828,568.595,
23842,E,301.92,material_7,material_6,6,9,4,4,4,19.136,11.866,18.024,17.0,12.302,18.108,10.039,15.013,19.239,9.711,,15.565,14.868,14.228,635.027,
17608,D,87.51,material_7,material_5,6,6,5,6,4,16.208,11.912,17.507,18.114,13.977,19.0,11.896,14.149,20.858,10.721,15.014,15.513,14.766,16.08,850.177,
12133,C,150.12,material_7,material_8,5,8,8,8,7,18.634,10.302,18.188,16.809,11.447,16.966,13.159,17.968,20.818,13.926,17.795,15.556,16.518,17.25,615.122,
1929,A,96.42,material_7,material_8,9,5,11,4,5,18.015,12.193,17.924,18.877,11.519,20.291,11.732,16.963,19.723,13.427,15.781,17.134,,13.42,884.996,
14939,C,85.53,material_7,material_8,5,8,3,5,6,19.242,12.483,18.767,17.427,11.721,21.164,9.608,14.576,17.023,10.335,15.116,16.379,13.991,,914.628,
